source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp,teff,radius,logg
2577673177300873216,15.735512173204086,7.890247528188163,17.80735980667423,3.9971802,1.1563599,,,
2565225915399877760,22.547614365034757,6.1436182090319225,9.31838134934261,4.3468328,1.586894,,,
2577061092921353984,18.433498115965318,7.575124155405294,24.459463797530493,5.156254,0.37325716,7349.0825,2.0824,3.9873
2576176638895865984,17.091284420247362,5.648990350486178,28.935692405840353,5.4211965,0.4737463,6902.9927,1.7224,4.0506
2576354759779353088,16.219455637505554,5.6561985119113505,4.822499348812827,5.452981,1.717566,,,
2576836345872707712,18.676574307133958,6.99503322383463,7.12664565616512,5.760222,1.2036514,,,
2584631814593774592,16.64017348380646,12.956155176792196,7.87431347011868,5.88307,1.1330953,5182.0503,10.5527,2.8054
2566591062164908928,22.095988866226282,7.961321767094533,8.47394304899492,5.9273458,1.2258363,4621.6577,11.2783,2.4182
2582826897537248384,17.090978515260247,9.908197020773292,2.4956777504562373,5.9293523,2.0589318,,,
2566658785209305344,23.32623034400363,8.208593928480632,6.325886049636478,5.9858875,1.3434095,,,
2577061260424130304,18.43918672300323,7.5780067970110485,24.68963387508337,6.175464,0.6384096,6264.1357,1.7271,4.0713
2579957240908286720,17.870769948323463,10.291880867210171,7.249825547074756,6.2691064,1.0574632,5045.5225,9.1509,2.7362
2586270980272349824,20.723546932844,11.366298120222707,10.938891697079093,6.4485264,1.2816224,,,
2566130572951393408,22.262789227038123,7.293844560237814,13.448974764533368,6.460242,0.49029493,6800.4126,2.3769,3.871
2563447730219900800,20.68098330880996,4.738158287213899,5.300414973101999,6.590422,1.1940255,4723.1606,12.484,2.2334
2566673869134472576,23.7190651297795,8.274812212517645,4.383176341578386,6.6288614,1.3066378,,,
2564480893192972672,19.936206076351617,6.16190249162318,2.1907939126165132,6.6466665,2.7731142,,,
2581192920179310720,15.677960374529421,9.132852120908709,17.29617827722063,6.720358,0.6327553,6261.7393,1.9277,3.9922
2586706902273063040,20.493066982620583,12.604151184595235,12.331677199090548,6.7307267,1.1114054,4970.8174,4.6023,3.2478
2590089206198723072,19.34262631151216,13.915283936232427,1.709332563448498,6.7453876,3.6150775,16071.824,103.1043,2.0325
2585304406472297344,22.92808104437276,10.889485869114033,5.458303892312701,6.7548404,1.1765876,4931.1895,11.0288,2.5439
2590872367715258112,19.387485481297194,14.242569000682353,3.281651497619397,6.7577415,1.4698272,4714.472,25.1598,2.1996
2583819069342416384,18.07939822426086,12.281588867845738,28.68689134587687,6.771456,0.64913416,6214.7705,1.1525,4.2615
2578078244255968128,16.6565238488822,8.359865634987518,13.688250147133566,6.859523,0.43260384,7060.368,1.9758,3.9947
2585942329374860928,23.138794307250578,11.882544718344773,2.5764456352421,6.8652,2.020619,,,
2580754558637186944,15.34619159564856,8.450597304076569,2.0497820696311964,6.9080133,1.7895727,,,
2581154815229445376,15.623327198556769,8.821470354897915,9.562755378320338,7.0194144,0.37040138,7430.4165,2.2377,3.9272
2586478203854703104,20.330530705113137,11.536743027665882,,7.033542,0.53629255,,,
2576787585108311552,18.88924796761082,6.956178742240155,2.6729944446995857,7.063403,1.7614427,,,
2579689922143890304,18.94439575715559,9.78499708187589,16.651023733213464,7.067651,0.59670067,6426.9277,1.7285,4.0542
2566277181659646208,20.736909562526307,7.420286170441353,21.98102888105553,7.080526,1.141078,,,
2579772969631487360,17.726608165732063,9.564966368672298,25.469748163350587,7.08715,0.75218916,5855.289,1.2604,4.2711
2583347791170879488,16.766937830807365,11.552059798254378,11.26713188274113,7.161187,0.42499113,7119.698,1.9075,3.9881
2577250483798942336,15.946514611241462,6.764778270723546,7.230368720241293,7.1809254,0.011044502,10156.641,1.7854,4.146
2564892591577842816,21.915771088445137,5.352224490638498,,7.2124696,0.78739405,,,
2579364707220160128,21.492823398082933,10.40699457108376,7.05669430265275,7.2151866,0.061313152,9813.0205,1.9406,4.0665
2577716195692862336,15.528589876759536,7.94067263009039,5.171948810823887,7.2636786,1.2247586,4920.0894,9.6503,2.7803
2579817014520453376,17.23286034535465,9.730437712956146,4.7816764937015215,7.302791,-0.08203745,11086.916,2.3347,4.0334
2579398139245536768,20.68059441797766,10.369147660791258,17.40221459836559,7.309288,0.84208536,5544.1377,1.8554,4.0677
2563931068659542656,19.185331870644767,5.055578154701293,2.172619225343954,7.3121758,1.6751614,,,
2578977644767471104,20.778536815301784,9.187442618435284,8.861458693207782,7.3627434,0.411829,7144.6665,2.2165,3.8834
2564560882663919488,19.398501213020488,5.884153866728507,4.860905543537654,7.3721995,1.218329,,,
2579494449592256896,18.424359327831496,8.974563114782134,2.5798254719004303,7.382388,1.5108428,,,
2584743002707049472,17.298690268848006,13.34144032090115,1.6230254436434326,7.3849993,1.9573817,,,
2563609702026535808,20.597632405588495,5.251231322353036,8.07965983721494,7.397991,0.48689508,6894.044,2.5041,3.788
2585190744458000896,22.272832172506533,10.432228729084775,2.0587772715668353,7.418955,2.0083985,4786.388,25.2415,1.4287
2566001620853368704,20.695539589368504,6.4320465056485965,2.399682465055014,7.430088,1.4680996,4685.7437,24.886,2.1963
2573094089327623808,22.971585145468875,9.98815699922691,4.400907657059101,7.478977,1.2553363,4633.6694,10.6589,2.4459
2578944487619932288,20.717803377021134,8.73748162879651,1.6941822976943413,7.4896502,1.6673017,,,
2579261834163440896,20.433696410611596,9.70597972129918,2.5623152443399317,7.4919853,1.7498803,,,
2577612120045309056,15.41499567542362,7.3052942503226985,6.43204754043985,7.525338,1.0584855,5119.4497,5.8001,2.8741
