source_id,x,y,z,brightness,colour,dist_from_planet,stellar_radius,temperature,lifestage
2047894802517982592,132.93930466088975,-267.6255777270214,217.8355234804914,6.57922596929997,-0.0279665,401.6656344930456,,,Unknown
2100917342000577408,76.57445324294302,-257.3396621002253,236.82127557330023,6.783690151998321,-0.21210098,413.2886167659454,4.419,14353.179,Hot Star
2051319849941809792,136.0615094076882,-386.5116205290409,315.6755706088757,4.924956002716816,2.3645053,252.99454843462343,,,Unknown
2051766251665143040,30.377785584166087,-77.81220776424905,63.50765622634687,10.486672841900681,1.2847176,664.21434678954,7.9219,4788.391,Giant
2052164927713561600,110.30835126912655,-245.0345695924052,212.86044900422604,6.957095632868043,-0.16972113,426.68389363017263,,,Unknown
2101317839111655424,73.68717322399243,-214.83523247019465,193.01995749038477,7.54214601473597,1.476583,471.52892783694773,,,Unknown
2101141023898417920,66.41721344197092,-181.3659033061426,161.64395630455198,8.165938094760985,0.98907995,517.3820034784048,13.3235,5286.5073,Giant
2051422413763933568,26.872329045070575,-65.27666937680424,51.83171210939686,11.060503302519844,0.4986887,681.6245481812545,2.5892,6883.232,Other
2052294257765877632,,,,,0.16405678,,,,Unknown
2125905152489733248,162.6878719502243,-386.9233877208733,400.22467235739424,4.3336766907802415,4.368204,197.35318969859253,,,Unknown
2077629170330851072,41.50055859084398,-95.10021365580873,93.18832632422257,9.950639368198882,-0.013066769,629.9270627848301,2.2373,10477.783,Hot Star
2053396037133144704,112.97678428400503,-277.38758452355364,250.7937811270219,6.612901469684646,1.0424824,378.6031334273862,,,Unknown
2053025329916787968,92.71149689141026,-242.16194936213654,214.44212803318328,7.232768872317219,1.2794237,432.6849580625243,23.0684,4526.4814,Giant
2101161742821561728,159.61113168035655,-440.73677293661177,397.06532747939235,3.7364604079521557,1.7880111,156.5345038334328,67.9268,4333.7725,Giant
2102012318143605248,46.03978536721482,-124.71829167405562,122.621166162415,9.273273154041153,1.3095517,588.8003490698568,,,Unknown
2126262042793757696,147.2267172979991,-343.5096737948598,353.81613585735846,5.238439527649655,2.3293495,259.62584930773625,,,Unknown
2099144173341438592,28.186883312206074,-89.71413686916728,72.92770033436568,10.435313609995113,0.4617138,650.355053295804,3.1342,7017.738,Other
2100727362705844608,97.69219027724588,-340.54030821463544,298.49830840492535,5.8930456203027335,2.326696,309.47804091723714,,,Unknown
2047398368708395776,163.69069478532336,-354.5059323403042,272.9022376520882,5.797483423850576,2.1053147,296.7912799693125,,,Unknown
2078171092123683968,194.01451098715577,-429.93679613989434,443.80610661686796,3.4260788768807937,2.5693216,135.07755301516718,,,Unknown
2100543130089324160,36.12216212047961,-111.50253240674101,98.20002956043797,9.885883566763518,1.2201295,616.4627757966779,9.1398,4851.797,Giant
2101454419072479488,59.02336472946302,-168.66298593995148,156.79051898378478,8.614148736629156,1.0844913,531.8429223930616,11.2083,5288.31,Giant
2101352439367659904,55.985254249908834,-155.99882078459964,140.8595127546486,8.89046925200888,0.04918766,551.7886622341761,,,Unknown
2052171078106937728,58.42959433936274,-129.26702819097983,113.22119298690455,9.42197088053053,0.41320324,587.7508760426209,4.3377,7403.547,Other
2076294397581835136,79.2194019472982,-166.71526657149946,155.0038605517193,8.583309885874845,0.2369442,528.5807755536243,,,Unknown
2076372978301929088,23.177499309600538,-48.01191068403073,44.730981452708775,11.900117990712037,0.42058182,699.6338817967612,1.6785,7147.197,Other
2125853612883941376,56.82967364918232,-135.0238697845801,136.5478296296817,9.181292932258252,1.1747952,569.5578582132322,10.7896,4981.0503,Giant
2073651721382577152,19.195173654108956,-37.37541366614433,35.152015234112746,12.499857650266533,0.5331888,714.4865405391283,1.4833,6628.4663,Main Sequence
2099024429654170240,79.94316460845977,-267.8606326334573,213.63185643080985,7.306120499617118,1.2558889,419.0509511207563,,,Unknown
2050711888731094144,78.70638859121271,-240.78056674086255,185.28032108488523,7.747844162340192,-0.003950596,456.4830390051181,,,Unknown
2102032109353768448,47.00432159709913,-124.0554493160809,123.59746010325968,9.549065784451376,0.03234291,588.4042396749311,2.7958,9999.429,Hot Star
2125866188548442240,232.69650750054262,-557.0547141899132,563.7049158652989,1.9789682493269645,2.0198445,81.8226129684619,,,Unknown
2052968705067050880,89.4903462132249,-232.63192989089063,203.36760216575757,7.720564073270928,1.541606,447.4359819076537,,,Unknown
2046694960444451072,160.4080876247842,-409.7700195850791,298.9931362981467,5.313754211414517,1.0319462,242.7837830077168,18.097,6188.7827,Other
2076617550907389568,66.42574613957271,-137.81043961648618,131.68807774503574,9.289279975146103,-0.03296137,567.7866659259698,4.0548,7999.7896,Hot Star
2049034102716764800,200.43809725757683,-416.4374648704128,357.03179931179363,4.635771127381674,1.5797739,189.2495546827865,,,Unknown
2102450954560072320,53.94100876472031,-169.61686440189763,160.38563328580068,8.811900513208794,0.060257435,530.5295046984924,,,Unknown
2050742365819466880,99.5790967533941,-298.14547639860535,231.95374315752,7.055882043496117,0.0114245415,379.9459790451576,,,Unknown
2048039800607571328,105.73476133853222,-239.26875272210222,181.05251868437296,7.883986868893627,-0.14020109,452.65432895714395,,,Unknown
2100870921993788800,63.87233765033979,-211.1560991387038,192.13508390259008,8.192284186729715,-0.028006077,477.8819540626542,,,Unknown
2047894802517979520,128.36732853047292,-258.3739535295206,210.2946427448099,7.459250599624085,0.060936928,414.2988013156679,,,Unknown
2072822002426002944,316.15225067221684,-619.1357406085443,537.7918764077286,2.928806002562557,1.4706826,126.4598673184365,,,Unknown
2048991943316442112,82.82737453238647,-180.73125304967363,153.89434483010197,8.711400441758263,1.4068489,518.0610706933317,15.0247,4733.7803,Giant
2077414353248711168,67.20584977820398,-153.97396523841772,148.26490382799156,9.08876126509175,-0.063854694,545.4423787340979,2.6116,10990.369,Hot Star
2049524794133601152,17.845114362019885,-52.95876458781137,38.50129706260992,12.243952745450702,0.55781794,701.5109622538814,1.6513,6566.453,Other
2126271255504031104,212.18665172615732,-493.3287448916176,512.9458672112465,2.134590703845575,2.838398,70.53228156900143,,,Unknown
2103899423692289664,210.95470479573552,-725.4047636658771,666.7150291408974,4.230952553244098,2.242566,250.04715118140842,,,Unknown
2046744399798523648,127.93702078058816,-320.43316141716986,240.3454917988129,6.871480916731326,1.5834289,350.875728793365,38.9829,4067.808,Giant
