source_id,x,y,z,brightness,colour,dist_from_planet,stellar_radius,temperature,lifestage
2612171866450404992,55.12301791735349,-29.79312642505704,-15.471696506336142,5.619153682550399,-0.07257128,121.1949037819639,,,Unknown
2666164484444176256,195.92714030474178,-130.90878196645124,-37.66876662314093,1.6116259855456487,1.2150321,54.94138910343129,36.2219,5133.003,Giant
6840706910418152320,22.15858645010774,-13.67182168992462,-6.2757730997686085,8.844360719653498,0.5139127,158.81048619951562,1.699,6755.716,Other
2666142975247905664,237.33761539123404,-156.68634404387868,-46.44843388943642,2.782787908414408,2.4323277,103.57729357387132,,,Unknown
2600669325556486784,118.17544120263076,-57.12771328689789,-29.897058744377176,2.983329787069281,1.2787566,52.617772786595594,,,Unknown
2620453353670948352,80.63561512324202,-45.03104420350297,-10.55933237468833,5.301810863910963,1.1010303,93.15948271663191,9.6812,5024.2446,Giant
2613067624829515008,137.27393533768495,-70.98497670146216,-31.62411351586722,1.752488930145848,-0.15902233,29.17293308136325,,,Unknown
2616117395207081472,94.44016017588157,-45.61598658539587,-16.686573123503535,4.8568073394550995,1.3031306,80.21373097735875,13.1972,4508.8135,Giant
6844970679071847552,68.08951722086788,-44.83903696258571,-16.388468566038362,6.022499669558972,-0.0068211555,102.60826786344023,2.2732,10247.462,Hot Star
6893329704426700160,78.98057664740843,-55.57607077326989,-18.03349433185794,5.549318209954331,1.1970873,88.0304486058564,8.8966,4900.979,Giant
2614226407006255104,342.82851872648126,-183.62659025733706,-71.70696092502648,4.466175971564246,2.445023,210.1504912963041,,,Unknown
2600144755430782592,38.21244098700154,-19.380080450589514,-10.837066918225343,8.479025795841556,0.5194602,141.54807284980504,1.8712,6686.3647,Other
2618221581289625984,99.6660025041965,-63.1328250468947,-18.649635236836662,4.888901508276453,1.3907337,66.50153086236352,11.4619,4648.597,Giant
6843863127265189760,103.46425428852308,-66.11506563550466,-27.722019926946164,4.676749846105416,0.279068,60.179630741786255,3.6059,7646.705,Hot Star
2613203032262836608,536.2677147587839,-272.41218534081895,-117.63257149865889,5.524962934772513,2.314165,427.7736959786858,,,Unknown
2613975683995410432,118.00254325420427,-61.081546938574924,-25.39581019296943,4.232615243776319,1.2279158,50.88660761507354,10.391,4793.483,Giant
